ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY;ControllerAimAssistState;ControllerHover;ControllerName;ControllerOffset;ControllerSmoothed;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DualTask;Email;Event;EventType;EyePatch;Framecount;GameDuration;GameId;GameMessage;GameSpeed;GameState;GameTimeLeft;GameTimeSpent;GeometricMirror;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;HideWall;HideWallAmount;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;MirrorEffect;MoleActivatedDuration;MoleId;MoleIndexX;MoleIndexY;MoleLifeTime;MoleNormalizedIndexX;MoleNormalizedIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MoleSize;MoleSpawnOrder;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;MoleType;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceName;MotorSpaceWidth;ParticipantId;PatternSegmentID;PatternSegmentLabel;PlayedPattern;PointerShootOrder;PrismOffset;PupilTime;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerMain;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;SessionID;TestId;TimeSinceLastEvent;Timestamp;UnityToPupilTimeOffset;WallBoundsXMax;WallBoundsXMin;WallBoundsYMax;WallBoundsYMin;WallBoundsZMax;WallBoundsZMin;WallCenterX;WallCenterY;WallCenterZ;WallColumnCount;WallCurveRatioX;WallCurveRatioY;WallRowCount;WallSizeX;WallSizeY;WallSizeZ
NULL;NULL;None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;8467;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;342.3983;101.1017;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.08997134;0.5312833;0.8424032;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;NULL;0;270313.129405;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.7042;2023-01-24 13:26:20.9340;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0304;3;4;-2.2949;1.1690;5.9815;-2.2949;3.0190;6.5315;False;anonymous;Mole Hit;MoleEvent;None;8467;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;342.3983;101.1017;True;0.0175;1.2086;-0.2090;354.8723;9.0232;1.5458;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.08997134;0.5312833;0.8424032;0.0000;0.0000;0.0000;-0.2653;0.9110;0.2328;324.1949;337.7070;17.4658;0.0000;0.0000;0.0000;False;1.5250;0304;3;4;5.0000;0.2500;0.7500;-2.2949;1.1690;5.9815;-2.2949;3.0190;6.5315;0.6875;0054;0.0744;-0.2388;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;51;0;270313.133353;0.0000;0.0000;0.0000;2.2069;2.7568;6.3555;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.3370;1.0522;0.3103;327.9078;6.0963;353.4337;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:20.9400;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0704;7;4;2.2949;1.1690;5.9815;2.2949;3.0190;6.5315;False;anonymous;Mole Hit;MoleEvent;None;8467;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;342.3983;101.1017;True;0.0175;1.2086;-0.2090;354.8723;9.0232;1.5458;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.08997134;0.5312833;0.8424032;0.0000;0.0000;0.0000;-0.2653;0.9110;0.2328;324.1949;337.7070;17.4658;0.0000;0.0000;0.0000;False;1.5250;0704;7;4;5.0000;0.7500;0.7500;2.2949;1.1690;5.9815;2.2949;3.0190;6.5315;0.6875;0054;-0.0880;-0.2622;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;51;0;270313.139172;0.0000;0.0000;0.0000;2.2069;2.7568;6.3555;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.3370;1.0522;0.3103;327.9078;6.0963;353.4337;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:20.9470;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0704;7;4;2.2949;1.1690;5.9815;2.2949;3.0190;6.5315;False;anonymous;Mole Expired;MoleEvent;None;8468;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;342.3983;101.1017;True;0.0175;1.2086;-0.2090;354.9090;9.0459;1.5413;0.0367;0.0228;0.0045;None;-1;NULL;NULL;NULL;0.08997134;0.5312833;0.8424032;0.0000;0.0000;0.0000;-0.2653;0.9110;0.2328;324.1949;337.7070;17.4658;0.0000;0.0000;0.0000;False;5.0000;0704;7;4;5.0000;0.7500;0.7500;2.2949;1.1690;5.9815;2.2949;3.0190;6.5315;0.6875;0054;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;51;0;270313.161704;0.0000;0.0000;0.0000;2.2069;2.7568;6.3555;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.3370;1.0522;0.3103;327.9078;6.0963;353.4337;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0475;2023-01-24 13:26:20.9690;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0802;8;2;3.4380;-1.1690;5.9700;3.4380;0.6810;6.5200;False;anonymous;Mole Spawned;MoleEvent;None;8468;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;342.3983;101.1017;True;0.0175;1.2086;-0.2090;354.9090;9.0459;1.5413;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.08997134;0.5312833;0.8424032;0.0000;0.0000;0.0000;-0.2653;0.9110;0.2328;324.1949;337.7070;17.4658;0.0000;0.0000;0.0000;False;NULL;0802;8;2;5.0000;0.8750;0.2500;3.4380;-1.1690;5.9700;3.4380;0.6810;6.5200;0.6872;0055;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;51;0;270313.169069;0.0000;0.0000;0.0000;2.2069;2.7568;6.3555;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.3370;1.0522;0.3103;327.9078;6.0963;353.4337;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:20.9760;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0202;2;2;-3.4380;-1.1690;5.9700;-3.4380;0.6810;6.5200;False;anonymous;Mole Spawned;MoleEvent;None;8468;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;342.3983;101.1017;True;0.0175;1.2086;-0.2090;354.9090;9.0459;1.5413;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.08997134;0.5312833;0.8424032;0.0000;0.0000;0.0000;-0.2653;0.9110;0.2328;324.1949;337.7070;17.4658;0.0000;0.0000;0.0000;False;NULL;0202;2;2;5.0000;0.1250;0.2500;-3.4380;-1.1690;5.9700;-3.4380;0.6810;6.5200;0.6872;0055;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;51;0;270313.176001;0.0000;0.0000;0.0000;2.2069;2.7568;6.3555;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.3370;1.0522;0.3103;327.9078;6.0963;353.4337;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:20.9830;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;8468;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;342.3508;101.1492;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.08997134;0.5312833;0.8424032;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;51;0;270313.201843;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:21.0071;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;704;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;8483;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;341.796;101.704;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.08997134;0.5312833;0.8424032;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;51;0;270313.734771;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.5549;2023-01-24 13:26:21.5394;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;8497;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;341.3531;102.1469;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.3032258;0.2665184;0.9148891;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;NULL;0;270314.174939;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.4429;2023-01-24 13:26:21.9796;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0202;2;2;-3.4380;-1.1690;5.9700;-3.4380;0.6810;6.5200;False;anonymous;Mole Hit;MoleEvent;None;8497;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;341.3531;102.1469;True;0.0261;1.2052;-0.2063;356.7888;11.7413;0.6244;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.3032258;0.2665184;0.9148891;0.0000;0.0000;0.0000;-0.2617;0.9074;0.2336;324.4627;338.2199;17.0876;0.0000;0.0000;0.0000;False;1.0453;0202;2;2;5.0000;0.1250;0.2500;-3.4380;-1.1690;5.9700;-3.4380;0.6810;6.5200;0.6872;0055;0.0838;-0.0464;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;52;0;270314.179858;0.0000;0.0000;0.0000;3.3572;0.6182;6.3235;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.4000;0.9255;0.3283;344.5428;18.3370;348.1737;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:21.9876;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0802;8;2;3.4380;-1.1690;5.9700;3.4380;0.6810;6.5200;False;anonymous;Mole Hit;MoleEvent;None;8497;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;341.3531;102.1469;True;0.0261;1.2052;-0.2063;356.7888;11.7413;0.6244;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.3032258;0.2665184;0.9148891;0.0000;0.0000;0.0000;-0.2617;0.9074;0.2336;324.4627;338.2199;17.0876;0.0000;0.0000;0.0000;False;1.0453;0802;8;2;5.0000;0.8750;0.2500;3.4380;-1.1690;5.9700;3.4380;0.6810;6.5200;0.6872;0055;-0.0808;-0.0628;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;52;0;270314.186428;0.0000;0.0000;0.0000;3.3572;0.6182;6.3235;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.4000;0.9255;0.3283;344.5428;18.3370;348.1737;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:21.9936;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0304;3;4;-2.2949;1.1690;5.9815;-2.2949;3.0190;6.5315;False;anonymous;Mole Expired;MoleEvent;None;8498;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;341.3531;102.1469;True;0.0260;1.2052;-0.2063;356.7654;11.7219;0.6269;0.0235;0.0194;0.0025;None;-1;NULL;NULL;NULL;0.3032258;0.2665184;0.9148891;0.0000;0.0000;0.0000;-0.2617;0.9074;0.2336;324.4627;338.2199;17.0876;0.0000;0.0000;0.0000;False;5.0000;0304;3;4;5.0000;0.2500;0.7500;-2.2949;1.1690;5.9815;-2.2949;3.0190;6.5315;0.6875;0054;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;52;0;270314.202978;0.0000;0.0000;0.0000;3.3572;0.6182;6.3235;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.4000;0.9255;0.3283;344.5428;18.3370;348.1737;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0473;2023-01-24 13:26:22.0106;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0601;6;1;1.1484;-2.3309;5.9608;1.1484;-0.4809;6.5108;False;anonymous;Mole Spawned;MoleEvent;None;8498;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;341.3531;102.1469;True;0.0260;1.2052;-0.2063;356.7654;11.7219;0.6269;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.3032258;0.2665184;0.9148891;0.0000;0.0000;0.0000;-0.2617;0.9074;0.2336;324.4627;338.2199;17.0876;0.0000;0.0000;0.0000;False;NULL;0601;6;1;5.0000;0.6250;0.0000;1.1484;-2.3309;5.9608;1.1484;-0.4809;6.5108;0.6887;0056;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;52;0;270314.211839;0.0000;0.0000;0.0000;3.3572;0.6182;6.3235;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.4000;0.9255;0.3283;344.5428;18.3370;348.1737;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:22.0186;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0401;4;1;-1.1484;-2.3309;5.9608;-1.1484;-0.4809;6.5108;False;anonymous;Mole Spawned;MoleEvent;None;8498;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;341.3531;102.1469;True;0.0260;1.2052;-0.2063;356.7654;11.7219;0.6269;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;0.3032258;0.2665184;0.9148891;0.0000;0.0000;0.0000;-0.2617;0.9074;0.2336;324.4627;338.2199;17.0876;0.0000;0.0000;0.0000;False;NULL;0401;4;1;5.0000;0.3750;0.0000;-1.1484;-2.3309;5.9608;-1.1484;-0.4809;6.5108;0.6887;0056;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;52;0;270314.218278;0.0000;0.0000;0.0000;3.3572;0.6182;6.3235;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.4000;0.9255;0.3283;344.5428;18.3370;348.1737;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:22.0256;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;8498;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;341.3058;102.1942;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.3032258;0.2665184;0.9148891;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;52;0;270314.24231;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:22.0476;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;802;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;8516;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;340.6699;102.8301;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;0.3032258;0.2665184;0.9148891;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;52;0;270314.859517;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.6360;2023-01-24 13:26:22.6641;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;8533;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;340.1348;103.3652;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;NULL;NULL;NULL;-0.02241255;0.1118658;0.9934705;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;NULL;0;270315.399864;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.5350;2023-01-24 13:26:23.2048;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0401;4;1;-1.1484;-2.3309;5.9608;-1.1484;-0.4809;6.5108;False;anonymous;Mole Hit;MoleEvent;None;8533;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;340.1348;103.3652;True;0.0200;1.2047;-0.2071;356.8969;9.8949;1.1511;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.02241255;0.1118658;0.9934705;0.0000;0.0000;0.0000;-0.2631;0.9089;0.2331;324.3641;338.0592;17.2506;0.0000;0.0000;0.0000;False;1.2183;0401;4;1;5.0000;0.3750;0.0000;-1.1484;-2.3309;5.9608;-1.1484;-0.4809;6.5108;0.6887;0056;-0.1343;0.1263;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;53;0;270315.404864;0.0000;0.0000;0.0000;1.2846;-0.3458;6.3245;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.2889;0.8689;0.3347;353.5771;358.7076;355.2714;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:23.2119;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
NULL;NULL;None;NULL;Controller (right);0;True;0601;6;1;1.1484;-2.3309;5.9608;1.1484;-0.4809;6.5108;False;anonymous;Mole Hit;MoleEvent;None;8533;443.5;20230124132439;Begge hænder - med spejling;Normal;Playing;340.1348;103.3652;True;0.0200;1.2047;-0.2071;356.8969;9.8949;1.1511;0.0000;0.0000;0.0000;None;-1;NULL;NULL;NULL;-0.02241255;0.1118658;0.9934705;0.0000;0.0000;0.0000;-0.2631;0.9089;0.2331;324.3641;338.0592;17.2506;0.0000;0.0000;0.0000;False;1.2183;0601;6;1;5.0000;0.6250;0.0000;1.1484;-2.3309;5.9608;1.1484;-0.4809;6.5108;0.6887;0056;0.1363;0.1350;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;12;SegmentD;D2-5 Mirror Therapy;53;0;270315.411948;0.0000;0.0000;0.0000;1.2846;-0.3458;6.3245;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.2889;0.8689;0.3347;353.5771;358.7076;355.2714;0.0000;0.0000;0.0000;c0f1f606-0485-4810-a4ed-3efe6618ed31;0;0.0000;2023-01-24 13:26:23.2189;270113.136469653;5.735715;-5.735715;5.364974;-1.664975;6.71;6.605344;0;1.85;6.657672;9;0.1;0.1;5;5.85;2.98;3
