ControllerAimAssistState;ControllerHover;ControllerName;ControllerOffset;ControllerSmoothed;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;DualTask;Email;Event;EventType;EyePatch;Framecount;GameDuration;GameId;GameSpeed;GameState;GameTimeLeft;GameTimeSpent;GeometricMirror;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;HideWall;HideWallAmount;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;LeftControllerLaserPosTravelX;LeftControllerLaserPosTravelY;LeftControllerLaserPosTravelZ;LeftControllerLaserPosWorldX;LeftControllerLaserPosWorldY;LeftControllerLaserPosWorldZ;LeftControllerLaserRotEulerX;LeftControllerLaserRotEulerY;LeftControllerLaserRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;MirrorEffect;MoleActivatedDuration;MoleId;MoleIndexX;MoleIndexY;MoleLifeTime;MoleNormalizedIndexX;MoleNormalizedIndexY;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MoleSize;MoleSpawnOrder;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;MoleType;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceName;MotorSpaceWidth;ParticipantId;PlayedPattern;PointerShootOrder;PrismOffset;PupilTime;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerMain;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;SessionID;TestId;TimeSinceLastEvent;Timestamp;UnityToPupilTimeOffset;WallBoundsXMax;WallBoundsXMin;WallBoundsYMax;WallBoundsYMin;WallBoundsZMax;WallBoundsZMin;WallCenterX;WallCenterY;WallCenterZ;WallColumnCount;WallCurveRatioX;WallCurveRatioY;WallRowCount;WallSizeX;WallSizeY;WallSizeZ
None;501;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;3830;180;20230201112249;Normal;Playing;153.6414;26.35864;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;-0.317423;0.09621901;0.94339;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;6;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.8363;2023-02-01 11:23:16.0009;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;3860;180;20230201112249;Normal;Playing;153.1947;26.80531;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;-0.3664986;0.2035098;0.9078891;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.4467;2023-02-01 11:23:16.4472;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;NULL;Controller (right);0;True;0502;5;2;0.0000;-1.6269;5.7406;0.0000;0.2231;6.2906;False;anonymous;Mole Hit;MoleEvent;None;3860;180;20230201112249;Normal;Playing;153.1947;26.80531;False;0.0110;1.2328;-0.2616;357.7761;0.9062;2.1584;0.0000;0.0000;0.0000;None;-1;-0.3664986;0.2035098;0.9078891;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;False;1.2970;0502;5;2;4.0000;0.5000;0.1667;0.0000;-1.6269;5.7406;0.0000;0.2231;6.2906;0.6857;0010;-0.0059;0.0449;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;7;0;0;0.0000;0.0000;0.0000;-0.0059;0.2679;6.1076;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.2257;1.0303;0.2511;348.2577;338.0170;8.8429;0.0000;0.0000;0.0000;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.0000;2023-02-01 11:23:16.4512;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;NULL;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;3861;180;20230201112249;Normal;Playing;153.1735;26.82651;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;-0.3664986;0.2035098;0.9078891;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;7;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.0212;2023-02-01 11:23:16.4682;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;502;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;DistractorLeft Mole Expired;MoleEvent;None;3888;180;20230201112249;Normal;Playing;152.7883;27.21167;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;-0.3664986;0.2035098;0.9078891;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;4.0000;0306;3;6;4.0000;0.2500;0.8333;-1.8916;1.6269;5.4137;-1.8916;3.4769;5.9637;0.7304;0009;NULL;NULL;DistractorLeft;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;7;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.3993;2023-02-01 11:23:16.8592;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;502;Controller (right);0;True;0103;1;3;-3.3709;-0.8316;4.6978;-3.3709;1.0184;5.2478;False;anonymous;Mole Spawned;MoleEvent;None;3907;180;20230201112249;Normal;Playing;152.5076;27.4924;False;0.0117;1.2342;-0.2638;357.2991;0.9847;1.9992;0.0154;0.0116;0.0038;None;-1;-0.3664986;0.2035098;0.9078891;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;False;NULL;0103;1;3;4.0000;0.0000;0.3333;-3.3709;-0.8316;4.6978;-3.3709;1.0184;5.2478;0.5562;0011;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;7;0;0;0.0003;0.0078;0.0031;0.0027;0.4135;6.1642;0.0000;0.0000;0.0000;False;0.0000;0.0008;0.0000;0.2270;1.0454;0.2516;346.7900;338.3635;8.9771;0.0750;0.0067;0.0325;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.2821;2023-02-01 11:23:17.1425;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;502;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;3978;180;20230201112249;Normal;Playing;151.3893;28.6107;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;-0.3664986;0.2035098;0.9078891;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;7;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;1.1027;2023-02-01 11:23:18.2517;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;4008;180;20230201112249;Normal;Playing;150.8989;29.10114;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;-0.6980441;0.4279498;0.5741024;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.4904;2023-02-01 11:23:18.7429;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;NULL;Controller (right);0;True;0103;1;3;-3.3709;-0.8316;4.6978;-3.3709;1.0184;5.2478;False;anonymous;Mole Hit;MoleEvent;None;4008;180;20230201112249;Normal;Playing;150.8989;29.10114;False;0.0102;1.2381;-0.2634;358.2756;353.9912;2.3930;0.0000;0.0000;0.0000;None;-1;-0.6980441;0.4279498;0.5741024;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;False;1.6087;0103;1;3;4.0000;0.0000;0.3333;-3.3709;-0.8316;4.6978;-3.3709;1.0184;5.2478;0.5562;0011;0.0967;-0.0096;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;8;0;0;0.0000;0.0000;0.0000;-3.2750;1.0088;5.1509;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;-0.2054;1.0987;0.2137;334.6625;309.4354;6.8911;0.0000;0.0000;0.0000;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.0000;2023-02-01 11:23:18.7479;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;NULL;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;4009;180;20230201112249;Normal;Playing;150.8757;29.12433;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;-0.6980441;0.4279498;0.5741024;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;8;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.0232;2023-02-01 11:23:18.7669;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;103;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;DistractorLeft Mole Spawned;MoleEvent;None;4047;180;20230201112249;Normal;Playing;150.2807;29.71931;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;-0.6980441;0.4279498;0.5741024;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;0702;7;2;4.0000;0.7500;0.1667;1.8916;-1.6269;5.4137;1.8916;0.2231;5.9637;0.7304;0012;NULL;NULL;DistractorLeft;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;8;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.6112;2023-02-01 11:23:19.3692;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;103;Controller (right);0;True;0902;9;2;3.3709;-1.6269;4.5040;3.3709;0.2231;5.0540;False;anonymous;Mole Spawned;MoleEvent;None;4188;180;20230201112249;Normal;Playing;148.1965;31.80353;False;0.0088;1.2308;-0.2771;357.6080;0.4942;0.3400;0.1124;0.3051;0.0142;None;-1;-0.6980441;0.4279498;0.5741024;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;False;NULL;0902;9;2;4.0000;1.0000;0.1667;3.3709;-1.6269;4.5040;3.3709;0.2231;5.0540;0.6488;0013;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;8;0;0;0.0010;0.0051;0.0013;2.1686;1.2662;5.8833;0.0000;0.0000;0.0000;False;0.0002;0.0004;0.0012;0.4784;1.1279;-0.0372;298.2868;58.7848;349.5847;0.0546;0.5140;0.9672;2a709e7d-0405-4a89-99a2-89cb901f7841;0;2.0819;2023-02-01 11:23:21.4520;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;103;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;4239;180;20230201112249;Normal;Playing;147.422;32.578;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;-0.6980441;0.4279498;0.5741024;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;8;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.7606;2023-02-01 11:23:22.2194;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;4269;180;20230201112249;Normal;Playing;146.9763;33.02371;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;0.8379097;0.5451726;0.02635255;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.4457;2023-02-01 11:23:22.6650;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;NULL;Controller (right);0;True;0902;9;2;3.3709;-1.6269;4.5040;3.3709;0.2231;5.0540;False;anonymous;Mole Hit;MoleEvent;None;4269;180;20230201112249;Normal;Playing;146.9763;33.02371;False;0.0358;1.2235;-0.2780;1.6518;12.7326;357.3059;0.0000;0.0000;0.0000;None;-1;0.8379097;0.5451726;0.02635255;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;False;1.2202;0902;9;2;4.0000;1.0000;0.1667;3.3709;-1.6269;4.5040;3.3709;0.2231;5.0540;0.6488;0013;-0.1348;0.0377;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;9;0;0;0.0000;0.0000;0.0000;3.2373;0.2608;5.0236;0.0000;0.0000;0.0000;False;0.0000;0.0000;0.0000;0.6541;1.0127;-0.1528;326.9635;88.1986;314.0266;0.0000;0.0000;0.0000;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.0000;2023-02-01 11:23:22.6690;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;NULL;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover End;PointerEvent;None;4270;180;20230201112249;Normal;Playing;146.9551;33.04492;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;0.8379097;0.5451726;0.02635255;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;9;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.0212;2023-02-01 11:23:22.6870;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;902;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;DistractorLeft Mole Expired;MoleEvent;None;4317;180;20230201112249;Normal;Playing;146.2679;33.7321;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;0.8379097;0.5451726;0.02635255;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;4.0000;0702;7;2;4.0000;0.7500;0.1667;1.8916;-1.6269;5.4137;1.8916;0.2231;5.9637;0.7304;0012;NULL;NULL;DistractorLeft;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;9;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.7045;2023-02-01 11:23:23.3832;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;902;Controller (right);0;True;0401;4;1;-0.9727;-2.3511;5.3442;-0.9727;-0.5011;5.8942;False;anonymous;Mole Spawned;MoleEvent;None;4334;180;20230201112249;Normal;Playing;145.9561;34.04385;False;0.0077;1.2300;-0.2781;358.5231;2.7126;0.9850;0.1036;0.1775;0.0356;None;-1;0.8379097;0.5451726;0.02635255;0.0000;0.0000;0.0000;-0.2200;1.9000;2.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.1282;0.2765;0.2552;0.0000;45.6318;0.0000;0.0000;0.0000;0.0000;False;NULL;0401;4;1;4.0000;0.3750;0.0000;-0.9727;-2.3511;5.3442;-0.9727;-0.5011;5.8942;0.7479;0014;NULL;NULL;Target;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;9;0;0;0.0520;0.0072;0.0236;1.6795;1.2820;6.1055;0.0000;0.0000;0.0000;False;0.0081;0.0013;0.0036;0.4090;1.1298;0.0111;315.1420;44.6520;277.1000;0.5698;1.9063;1.3815;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.3209;2023-02-01 11:23:23.7077;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;902;Controller (right);0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Hover Begin;PointerEvent;None;4375;180;20230201112249;Normal;Playing;145.279;34.72101;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;0.8379097;0.5451726;0.02635255;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;9;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.6507;2023-02-01 11:23:24.3629;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
None;NULL;NULL;0;True;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;anonymous;Pointer Shoot;PointerEvent;None;4405;180;20230201112249;Normal;Playing;144.8287;35.1713;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;None;-1;-0.2735174;0.3546294;0.8941064;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;None;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;False;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2a709e7d-0405-4a89-99a2-89cb901f7841;0;0.4503;2023-02-01 11:23:24.8132;0;4.154678;-4.154678;5.010123;-1.310123;6.71;4.313337;0;1.85;5.511668;9;0.6;0.4;7;5;3.2;3
